Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Age,Cust_Since(yrs),Num_Childrns,AcceptedCmp,Total_amt_spend,Total_Purchases,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Absurd,Marital_Status_Divorced,Marital_Status_Engaged,Marital_Status_Married,Marital_Status_Single,Marital_Status_Widow,Marital_Status_YOLO,Age_Groups_Young,Age_Groups_Mid_aged,Age_Groups_Old,Outliers
33168.0,0,80,1.0,37,0.0,1.0,3.0,3,2,1,4,7,0,0,59,12,1,2,122.0,10.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
33585.0,91,30,11.0,33,13.0,6.0,29.0,1,2,0,4,4,0,0,58,11,1,2,122.0,7.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
77037.0,3,463,79.5,333,120.5,53.0,10.0,1,7,7,12,3,0,0,64,11,1,2,1123.0,27.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
35196.0,68,75,12.0,141,43.0,39.0,126.5,6,6,1,5,8,0,1,40,12,1,2,497.0,18.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
44529.0,98,538,13.0,91,17.0,6.0,26.0,6,6,2,11,5,0,0,58,11,1,2,691.0,25.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
28764.0,16,8,0.0,3,0.0,0.0,1.0,1,1,0,2,8,0,0,58,10,2,0,12.0,4.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
69098.0,82,1228,22.0,551,120.5,0.0,126.5,1,7,8,9,5,0,0,75,11,0,0,2440.0,25.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-1
25959.0,1,4,2.0,12,7.0,5.0,26.0,2,1,2,2,6,0,1,54,11,2,4,56.0,7.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1
27100.0,64,12,0.0,13,2.0,0.0,10.0,1,1,0,3,7,0,0,41,11,1,2,37.0,5.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
70596.0,68,347,44.0,534,17.0,0.0,26.0,1,3,5,12,2,0,0,39,12,0,0,968.0,21.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
42557.0,98,192,5.0,53,0.0,5.0,15.0,4,6,1,4,8,0,0,50,12,1,2,270.0,15.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
53312.0,32,241,0.0,12,0.0,0.0,25.0,1,5,1,5,7,0,0,73,11,0,0,278.0,12.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
72228.0,87,631,28.0,491,30.0,14.0,56.0,1,6,7,8,3,0,0,72,12,0,0,1250.0,22.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
67605.0,84,336,28.0,282,120.5,54.0,54.0,1,2,8,6,1,0,0,37,11,0,0,938.0,17.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
62845.0,3,1099,0.0,45,0.0,0.0,34.0,6,3,4,10,8,0,0,75,12,2,0,1178.0,28.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,-1
65196.0,34,743,19.0,181,12.0,0.0,126.5,2,7,6,11,5,0,0,66,11,2,0,1155.0,26.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
42000.0,23,124,79.5,267,85.0,59.0,35.0,2,5,2,11,5,0,1,37,11,0,4,653.0,20.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,-1
35860.0,37,15,0.0,8,4.0,2.0,20.0,2,1,1,2,5,0,0,51,10,2,0,49.0,6.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
65526.0,22,397,19.0,69,12.0,0.0,9.0,1,4,4,8,2,0,0,60,10,1,2,506.0,17.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
16860.0,19,10,4.0,4,3.0,3.0,14.0,3,1,1,3,7,0,0,63,12,2,0,38.0,8.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
83528.0,7,530,79.5,551,120.5,44.0,126.5,1,4,10,8,1,0,1,32,10,0,4,1650.0,23.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,-1
64176.0,52,1215,33.0,249,64.0,82.875,126.5,6,8,9,8,6,0,0,59,12,1,2,1826.0,33.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1
22304.0,91,3,2.0,7,0.0,4.0,2.0,1,1,0,2,8,0,0,68,12,0,0,18.0,4.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,-1
67023.0,93,444,44.0,382,11.0,8.0,17.0,1,3,7,13,2,1,0,46,10,0,3,906.0,24.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,-1
70713.0,23,736,79.5,279,82.0,76.0,126.5,6,5,6,8,3,0,0,58,12,1,2,1477.0,25.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
59925.0,83,473,21.0,176,19.0,21.0,56.0,3,9,2,9,6,0,0,69,12,1,2,766.0,23.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
39722.0,92,32,0.0,5,2.0,0.0,8.0,2,2,0,3,5,0,0,71,10,1,2,47.0,7.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
46610.0,4,288,10.0,30,4.0,10.0,125.0,1,6,1,6,6,0,0,66,11,0,0,467.0,14.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
88347.0,32,1050,79.5,551,77.0,82.875,118.0,1,4,7,9,1,0,0,63,11,0,0,2116.0,21.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
87171.0,27,1001,44.0,107,58.0,44.0,44.0,1,6,7,11,2,0,0,43,11,0,0,1298.0,25.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-1
26907.0,10,9,1.0,7,0.0,3.0,2.0,2,1,0,3,7,0,0,48,11,2,0,22.0,6.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
50014.0,9,234,14.0,77,19.0,10.0,42.0,2,4,1,8,5,0,0,56,10,1,2,396.0,15.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
41014.0,65,7,2.0,6,2.0,0.0,3.0,1,1,0,2,7,0,0,46,11,1,2,20.0,4.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
66294.0,68,251,79.5,334,65.0,82.875,117.0,1,4,3,5,2,0,0,59,10,0,0,967.0,13.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
36715.0,16,172,10.0,125,21.0,13.0,16.0,6,7,2,4,9,0,1,53,12,1,2,357.0,19.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
79456.0,12,565,42.0,548,64.0,82.875,99.0,1,5,6,4,3,0,1,68,12,0,4,1401.0,16.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,-1
40479.0,95,5,0.0,8,2.0,0.0,0.0,1,0,0,3,4,0,0,42,11,1,2,15.0,4.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
75345.0,16,918,57.0,551,99.0,38.0,126.5,1,5,8,6,3,0,1,54,11,0,4,2087.0,20.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
54233.0,46,652,8.0,158,21.0,0.0,126.5,4,11,6,5,8,0,0,47,11,1,2,981.0,26.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
24163.0,3,4,1.0,7,2.0,1.0,2.0,2,1,0,3,4,0,0,54,11,2,0,17.0,6.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
84460.0,80,152,27.0,103,106.0,54.0,81.0,0,9,9,4,5,0,1,66,11,0,4,523.0,22.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,-1
43776.0,77,8,0.0,9,2.0,1.0,3.0,1,1,0,2,6,0,0,41,10,1,2,23.0,4.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
71691.0,0,336,79.5,411,120.5,32.0,43.0,1,4,7,5,2,0,1,66,10,0,4,1192.0,17.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,-1
85844.0,62,938,19.0,551,25.0,82.875,38.0,1,6,6,7,2,0,0,51,10,0,0,1958.0,20.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-1
39190.0,91,68,8.0,18,19.0,8.0,12.0,2,2,1,4,5,0,0,50,10,1,2,133.0,9.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
38578.0,2,38,4.0,22,3.0,3.0,3.0,3,3,0,3,8,0,0,52,11,2,0,73.0,9.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
57236.0,22,105,0.0,9,2.0,1.0,4.0,3,2,1,4,3,0,0,59,10,2,0,121.0,10.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
61825.0,56,162,50.0,100,55.0,30.0,27.0,1,4,2,8,4,0,0,45,11,1,2,424.0,15.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
79803.0,54,574,8.0,216,21.0,16.0,33.0,1,4,3,5,1,0,0,66,10,1,2,868.0,13.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
80910.0,71,160,79.5,369,67.0,39.0,41.0,1,3,3,8,1,0,0,38,12,0,0,756.0,15.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-1
27590.0,38,6,0.0,5,0.0,0.0,1.0,1,1,0,2,7,0,0,42,11,1,2,12.0,4.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
56775.0,62,614,35.0,160,58.0,35.0,35.0,2,5,8,10,5,0,0,45,11,1,2,937.0,25.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
83829.0,78,897,79.5,430,120.5,82.875,27.0,0,4,7,6,1,0,1,49,11,0,4,1862.0,17.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,-1
54210.0,18,70,54.0,109,80.0,9.0,45.0,2,4,1,7,5,0,0,45,11,1,2,367.0,14.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
38508.0,95,120,19.0,206,25.0,19.0,54.0,6,7,2,5,8,0,0,38,11,1,2,443.0,20.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
53187.0,66,211,2.0,30,7.0,7.0,10.0,2,4,1,6,5,0,0,54,11,1,2,267.0,13.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
30023.0,28,11,0.0,16,7.0,6.0,21.0,1,2,0,3,8,0,0,52,10,1,2,61.0,6.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
76045.0,78,760,53.0,400,17.0,82.875,0.0,1,4,5,11,2,0,0,64,11,0,0,1323.0,21.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
50870.0,13,53,0.0,8,0.0,0.0,2.0,1,2,0,3,5,0,0,72,10,1,2,63.0,6.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
65463.0,17,391,32.0,70,21.0,32.0,16.0,2,6,2,9,5,0,0,50,10,1,2,562.0,19.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
66480.0,71,199,9.0,57,20.0,21.0,6.0,6,4,1,7,4,0,0,59,10,2,0,312.0,19.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
76773.0,79,516,56.0,449,86.0,33.0,16.0,1,2,2,11,1,0,0,70,11,0,0,1156.0,16.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
81698.0,1,709,45.0,115,30.0,82.875,45.0,1,8,2,5,5,0,1,41,11,0,4,1104.0,16.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-1
54466.0,78,12,0.0,4,0.0,0.0,0.0,1,1,0,2,5,0,0,51,10,2,0,16.0,4.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
16269.0,75,19,3.0,18,3.0,1.0,0.0,3,3,0,3,8,0,0,40,11,1,2,44.0,9.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
71819.0,70,1224,28.0,140,0.0,14.0,126.5,3,3,3,5,6,0,0,53,11,1,2,1574.0,14.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
33569.0,10,16,2.0,18,3.0,0.0,24.0,1,1,1,2,8,0,1,41,11,1,2,63.0,5.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
36262.0,24,88,39.0,54,64.0,28.0,126.5,1,3,5,3,6,0,1,41,11,0,4,426.0,12.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,-1
22634.0,47,2,23.0,11,8.0,6.0,46.0,1,2,1,2,8,0,0,58,11,0,0,96.0,6.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
47025.0,98,508,11.0,59,23.0,5.0,29.0,5,11,1,6,9,0,0,46,11,1,2,635.0,23.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-1
70566.0,4,381,28.0,215,84.0,28.0,21.0,2,6,5,9,3,0,0,56,11,1,2,757.0,22.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
31605.0,15,74,0.0,42,2.0,1.0,6.0,2,2,1,4,7,0,0,45,12,1,2,125.0,9.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
52034.0,67,146,0.0,93,7.0,13.0,73.0,5,4,2,5,7,0,0,51,11,2,0,332.0,16.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
48526.0,32,23,17.0,23,43.0,20.0,9.0,1,2,1,4,3,0,0,45,11,1,2,135.0,8.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
46734.0,40,110,5.0,137,26.0,23.0,29.0,2,6,1,5,7,0,0,70,12,1,2,330.0,14.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
39552.0,54,165,3.0,147,4.0,24.0,41.0,6,6,2,5,8,0,1,62,12,2,4,384.0,20.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
86358.0,78,957,47.0,494,82.0,47.0,95.0,4,5,3,6,8,0,0,58,12,2,0,1722.0,18.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
46931.0,94,41,0.0,17,3.0,1.0,16.0,2,1,1,3,3,0,0,47,10,3,0,78.0,7.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
16581.0,51,1,3.0,4,2.0,3.0,11.0,1,0,0,3,4,0,0,39,11,0,0,24.0,4.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
63998.0,42,176,29.0,551,0.0,33.0,112.0,1,7,6,11,4,0,1,72,11,0,4,1168.0,25.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1
67381.0,67,815,8.0,53,11.0,0.0,70.0,4,2,2,9,7,0,0,73,11,1,2,957.0,17.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
25930.0,87,6,1.0,2,2.0,0.0,4.0,1,1,0,2,7,0,0,57,11,2,0,15.0,4.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
42693.0,29,8,4.0,20,6.0,3.0,16.0,1,1,0,3,5,0,0,46,10,1,2,57.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
85606.0,89,717,42.0,551,120.5,30.0,84.0,2,6,7,9,3,0,0,48,12,1,2,1956.0,24.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,-1
72903.0,74,1067,79.5,551,0.0,19.0,39.0,1,7,5,8,4,0,1,39,11,0,4,2013.0,21.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,-1
49669.0,97,166,5.0,107,11.0,8.0,29.0,2,5,1,6,6,0,0,50,10,1,2,326.0,14.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
36778.0,63,29,4.0,34,2.0,4.0,4.0,3,3,0,3,9,0,0,56,12,2,0,77.0,9.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
85696.0,88,714,76.0,395,116.0,0.0,12.0,1,4,6,9,1,0,1,62,11,0,4,1313.0,20.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,-1
49678.0,81,229,5.0,56,3.0,2.0,20.0,2,6,2,4,7,0,0,63,11,1,2,315.0,14.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
37155.0,51,23,0.0,26,7.0,15.0,3.0,1,2,0,4,5,0,0,35,11,1,2,74.0,7.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
21282.0,76,1,5.0,8,4.0,8.0,20.0,2,2,1,2,6,0,0,46,10,1,2,46.0,7.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
33419.0,76,56,0.0,12,0.0,0.0,18.0,2,2,0,4,7,0,0,62,11,1,2,86.0,8.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
63285.0,84,508,79.5,249,50.0,38.0,126.5,1,6,5,13,3,0,0,79,11,0,0,1103.0,25.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-1
21255.0,56,29,0.0,25,2.0,2.0,3.0,4,2,1,4,4,0,0,50,10,1,2,61.0,11.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
42162.0,31,46,7.0,59,2.0,4.0,27.0,2,3,1,3,6,0,1,43,11,1,2,145.0,9.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
54450.0,0,454,0.0,171,8.0,19.0,32.0,6,9,2,8,8,0,0,68,12,2,0,684.0,31.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,-1
57744.0,91,350,3.0,39,0.0,0.0,19.0,2,9,1,4,8,0,0,70,11,1,2,411.0,16.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
26576.0,40,10,0.0,8,0.0,0.0,9.0,1,1,0,2,9,0,1,38,12,1,2,27.0,4.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
57513.0,59,735,40.0,183,52.0,20.0,30.0,2,9,3,13,6,0,0,81,11,0,0,1060.0,27.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,-1
68142.0,96,897,79.5,196,91.0,82.875,37.0,3,10,4,7,6,0,0,60,12,1,2,1459.0,24.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
7500.0,61,5,2.0,3,3.0,0.0,5.0,1,1,0,2,8,0,0,45,12,1,2,18.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
83145.0,14,777,35.0,551,39.0,82.875,114.0,1,5,9,11,2,0,1,50,12,0,4,1833.0,26.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,-1
54197.0,16,162,6.0,37,6.0,13.0,13.0,2,1,3,6,1,0,0,64,10,1,2,237.0,12.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
23091.0,98,35,0.0,11,0.0,0.0,2.0,4,2,1,3,7,0,0,61,10,2,0,48.0,10.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
46049.0,11,342,9.0,112,19.0,14.0,19.0,6,5,2,9,7,0,1,48,11,2,4,515.0,26.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
56715.0,52,258,79.5,239,120.5,82.875,9.0,1,7,3,4,4,0,0,50,12,0,0,1020.0,15.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
79410.0,19,658,79.5,483,120.5,13.0,13.0,1,3,2,5,1,0,0,63,10,0,0,1370.0,11.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
57304.0,61,356,79.5,329,120.5,17.0,106.0,2,7,6,10,5,0,0,73,11,1,2,1026.0,25.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
44375.0,73,213,5.0,28,7.0,7.0,41.0,1,4,1,6,5,0,0,59,10,1,2,301.0,12.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
59594.0,74,457,4.0,29,0.0,0.0,9.0,1,8,1,7,7,0,0,59,12,1,2,499.0,17.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
80685.0,55,241,45.0,551,34.0,26.0,54.0,1,6,4,10,2,0,0,30,12,0,0,1004.0,21.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
40344.0,48,210,0.0,6,0.0,0.0,2.0,2,4,1,5,7,0,0,50,11,1,2,218.0,12.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
62710.0,53,441,35.0,83,7.0,29.0,11.0,4,4,2,12,4,0,0,52,11,1,2,606.0,22.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
48985.0,13,19,13.0,18,10.0,7.0,8.0,1,1,1,3,3,0,0,56,11,1,2,75.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
35322.0,34,28,9.0,37,12.0,7.0,13.0,3,2,0,4,8,0,0,56,12,3,0,106.0,9.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
77142.0,54,476,75.0,162,29.0,82.875,97.0,1,4,4,8,2,0,0,76,11,0,0,990.0,17.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
81657.0,69,364,40.0,425,120.5,60.0,50.0,1,3,4,8,1,0,0,55,10,0,0,1097.0,16.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
14421.0,81,0,0.0,2,3.0,3.0,8.0,1,1,0,2,5,0,0,28,10,0,0,16.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,-1
74214.0,3,863,79.5,547,86.0,82.875,33.0,1,8,2,5,5,0,0,34,12,0,0,1711.0,16.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-1
66726.0,61,349,7.0,35,0.0,0.0,47.0,3,8,2,4,7,0,0,67,10,2,0,438.0,17.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
23724.0,65,5,23.0,15,0.0,18.0,14.0,2,2,0,3,8,0,0,45,11,1,2,75.0,7.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
47353.0,93,184,2.0,19,8.0,8.0,4.0,3,2,2,6,5,0,0,64,11,1,2,225.0,13.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
33444.0,24,8,0.0,8,0.0,0.0,2.0,1,1,0,2,8,0,0,72,12,2,0,18.0,4.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
54386.0,8,277,21.0,64,62.0,21.0,25.0,2,3,2,10,3,0,0,43,11,1,2,470.0,17.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
28510.0,72,44,5.0,19,0.0,4.0,19.0,3,2,0,4,5,0,0,43,11,2,0,91.0,9.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
90638.0,29,1156,79.5,551,94.0,82.875,96.0,1,3,4,10,1,0,0,33,10,0,0,2516.5,18.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,-1
48070.0,33,373,14.0,83,6.0,9.0,19.0,3,8,2,6,7,1,0,74,11,1,3,504.0,19.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
43140.0,68,134,8.0,76,6.0,0.0,11.0,1,4,1,5,6,0,0,67,11,1,2,235.0,11.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
54959.0,55,1148,0.0,60,0.0,0.0,24.0,3,9,5,4,7,0,1,63,11,1,2,1232.0,21.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,-1
15056.0,76,6,12.0,3,21.0,6.0,40.0,5,2,2,3,5,0,0,66,11,2,0,88.0,12.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,-1
26954.0,17,4,1.0,11,0.0,0.0,1.0,1,1,0,2,7,0,0,53,10,1,2,17.0,4.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
22327.0,94,5,4.0,8,2.0,0.0,5.0,1,1,0,3,5,0,0,39,11,1,2,24.0,5.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
44393.0,86,24,2.0,20,2.0,2.0,10.0,2,1,0,4,4,0,0,59,11,2,0,60.0,7.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
62000.0,25,899,0.0,101,0.0,0.0,20.0,1,6,6,13,4,0,0,72,11,1,2,1020.0,26.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
31497.0,22,108,1.0,28,13.0,1.0,4.0,2,3,1,4,8,0,0,62,12,1,2,155.0,10.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
45894.0,15,27,2.0,7,0.0,2.0,13.0,1,1,0,3,5,0,0,50,10,2,0,51.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
78579.0,35,816,66.0,549,120.5,66.0,99.0,1,5,6,4,3,0,1,54,12,0,4,1812.0,16.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,-1
67369.0,81,1228,0.0,70,37.0,14.0,42.0,4,7,4,10,4,0,1,55,12,1,2,1461.0,25.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,-1
58401.0,55,10,0.0,11,17.0,29.0,29.0,1,1,2,2,4,0,0,64,10,1,2,96.0,6.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
62307.0,94,87,13.0,34,10.0,6.0,10.0,1,4,0,4,5,0,0,72,10,1,2,160.0,9.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
43641.0,50,57,2.0,51,4.0,2.0,23.0,3,2,1,4,6,0,0,55,11,2,0,139.0,10.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
70091.0,11,964,34.0,137,15.0,0.0,11.0,2,5,2,10,8,0,0,55,11,1,2,1161.0,19.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
78075.0,72,572,8.0,259,34.0,35.0,80.0,1,3,5,5,1,0,0,52,10,0,0,988.0,14.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
59184.0,6,341,79.5,113,120.5,82.875,66.0,3,6,6,12,5,0,0,63,12,1,2,1072.0,27.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-1
54809.0,0,63,6.0,57,13.0,13.0,22.0,4,2,1,5,4,0,0,47,11,2,0,174.0,12.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
58113.0,66,221,79.5,169,102.0,78.0,84.0,3,9,2,8,7,1,0,65,11,1,3,758.0,22.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
51412.0,42,140,3.0,29,4.0,5.0,14.0,2,3,2,4,4,0,0,66,11,1,2,195.0,11.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
66636.0,64,291,10.0,551,84.0,10.0,0.0,1,3,4,9,1,0,0,67,11,0,0,1084.0,17.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
50965.0,87,544,13.0,85,8.0,6.0,29.0,3,10,4,5,8,0,0,68,11,1,2,685.0,22.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
18351.0,1,1,12.0,9,0.0,14.0,7.0,1,2,0,3,7,0,0,34,11,0,0,43.0,6.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
40451.0,54,35,0.0,4,0.0,0.0,10.0,1,1,1,2,5,0,0,67,10,2,0,49.0,5.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
36317.0,53,87,3.0,25,3.0,2.0,13.0,2,3,0,4,7,0,0,59,11,1,2,133.0,9.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
