Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Age,Cust_Since(yrs),Num_Childrns,AcceptedCmp,Total_amt_spend,Total_Purchases,Age_Groups
PhD,Engaged,78952.0,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,66,12,1,2,2092,21,Old
Graduation,Divorced,46310.0,99,185,2,88,15,5,14,2,6,1,5,8,0,0,48,12,1,2,309,14,Mid_aged
Graduation,Engaged,76005.0,72,983,20,389,240,50,40,1,3,5,13,6,0,0,69,11,0,0,1722,22,Old
Master,Single,58308.0,77,691,0,69,10,0,130,4,2,6,3,8,0,0,60,11,1,2,900,15,Mid_aged
PhD,Divorced,55614.0,85,504,13,131,8,0,26,1,9,4,6,7,0,0,80,11,0,0,682,20,Old
Master,Divorced,59432.0,88,317,25,265,25,19,12,3,5,3,11,5,0,0,62,11,1,2,663,22,Mid_aged
Graduation,Divorced,55563.0,22,29,1,9,2,0,2,1,2,0,3,3,0,0,46,10,1,2,43,6,Young
PhD,Engaged,78642.0,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,53,11,1,2,1816,18,Mid_aged
PhD,Engaged,67911.0,63,529,0,356,63,28,0,3,6,7,11,3,0,0,75,10,1,2,976,27,Old
Graduation,Married,65275.0,9,388,14,218,91,14,21,1,4,3,13,2,0,0,80,11,0,0,746,21,Old
Graduation,Engaged,27203.0,92,13,2,21,4,0,24,2,1,1,2,8,0,0,74,12,2,0,64,6,Old
Master,Engaged,48330.0,2,28,0,4,0,0,0,1,1,0,3,5,0,0,63,11,1,2,32,5,Mid_aged
Basic,Married,24279.0,6,16,36,21,20,62,108,1,4,1,3,8,0,0,34,12,0,0,263,9,Young
PhD,Married,64355.0,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,39,12,1,2,1445,21,Young
Graduation,Widow,53653.0,29,815,10,239,28,10,108,2,10,4,12,6,0,0,71,12,0,0,1210,28,Old
Graduation,Married,65665.0,77,225,162,387,106,36,29,1,5,10,8,3,0,0,48,11,1,2,945,24,Mid_aged
Graduation,Single,81217.0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,35,11,0,0,1157,22,Young
Graduation,Married,34935.0,71,34,4,66,3,10,20,1,2,1,4,7,0,0,32,11,0,0,137,8,Young
Graduation,Divorced,61250.0,49,382,138,65,60,26,59,6,5,2,12,5,0,0,65,12,1,2,730,25,Mid_aged
PhD,Engaged,39665.0,97,127,1,56,0,1,31,3,4,2,3,7,0,0,43,11,1,2,216,12,Young
Graduation,Single,60152.0,6,325,83,300,86,58,91,1,6,4,12,3,0,0,45,11,1,2,943,23,Young
Graduation,Married,48920.0,93,238,17,68,8,10,6,3,6,2,5,7,0,0,60,11,2,0,347,16,Mid_aged
Master,Engaged,89120.0,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,65,10,0,0,1924,19,Mid_aged
PhD,Engaged,44124.0,62,284,0,55,0,6,52,4,6,2,5,8,0,0,78,11,1,2,397,17,Old
Master,Single,81169.0,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,49,11,0,0,2089,22,Mid_aged
Graduation,Married,36443.0,9,65,0,46,4,3,20,4,3,1,3,8,0,0,63,11,2,0,138,11,Mid_aged
Graduation,Single,26095.0,77,11,7,9,3,1,11,1,1,0,3,7,0,0,34,11,1,2,42,5,Young
Graduation,Engaged,71367.0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,65,11,0,0,777,17,Mid_aged
Master,Married,80184.0,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,80,10,0,0,1902,20,Old
Graduation,Divorced,30630.0,67,27,1,12,2,0,10,2,2,0,3,7,0,0,59,10,2,0,52,7,Mid_aged
Master,Single,73454.0,95,982,73,351,56,14,175,1,2,4,6,5,0,0,37,10,0,0,1651,13,Young
Graduation,Married,42691.0,48,179,2,64,38,17,58,1,5,1,6,5,0,0,33,11,0,0,358,13,Young
Graduation,Married,70503.0,73,1379,33,216,0,33,66,1,2,4,9,6,0,0,71,12,0,0,1727,16,Old
Graduation,Married,25545.0,35,32,1,64,16,12,85,3,2,2,3,6,0,1,37,12,1,2,210,10,Young
Graduation,Married,32880.0,76,8,4,15,7,6,2,1,1,0,3,8,0,0,38,12,1,2,42,5,Young
PhD,Engaged,77863.0,20,881,38,319,16,25,12,1,4,5,10,2,0,0,66,11,0,0,1291,20,Old
Master,Married,50353.0,72,141,15,153,67,31,35,1,4,4,6,3,0,0,47,10,0,0,442,15,Young
Graduation,Single,61839.0,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,60,12,0,0,1895,17,Mid_aged
PhD,Married,49154.0,69,206,10,67,30,27,71,6,4,1,8,6,0,0,64,11,2,0,411,19,Mid_aged
2n Cycle,Widow,47682.0,80,162,61,83,97,57,61,4,4,3,8,5,0,0,49,11,1,2,521,19,Mid_aged
Graduation,Single,72679.0,65,619,54,260,127,54,54,1,4,7,5,1,0,0,55,11,1,2,1168,17,Mid_aged
Master,Engaged,57954.0,52,456,4,24,0,0,9,7,8,2,6,7,0,0,47,10,2,0,493,23,Young
Graduation,Married,65316.0,65,112,6,92,3,9,38,2,3,2,5,4,0,0,62,11,2,0,260,12,Mid_aged
Graduation,Single,28567.0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,42,11,1,2,46,7,Young
Master,Engaged,47352.0,70,172,12,112,8,0,15,4,6,1,5,7,0,0,73,11,1,2,319,16,Old
Graduation,Engaged,44931.0,0,78,0,11,0,0,7,1,2,1,3,5,0,0,57,10,1,2,96,7,Mid_aged
Graduation,Divorced,76982.0,19,464,151,292,65,60,30,1,8,3,4,4,0,1,57,10,0,4,1062,16,Mid_aged
2n Cycle,Engaged,57247.0,50,99,4,32,37,54,6,2,2,1,7,2,0,0,72,11,1,2,232,12,Old
Master,Single,22944.0,67,19,3,19,4,5,26,3,3,0,3,7,0,0,43,11,1,2,76,9,Young
2n Cycle,Engaged,25315.0,46,1,9,8,11,3,22,3,3,0,3,8,0,0,47,11,1,2,54,9,Young
Graduation,Widow,43638.0,37,63,10,83,7,19,19,2,4,1,4,7,0,0,55,12,1,2,201,11,Mid_aged
PhD,Single,42710.0,38,252,3,42,4,3,102,2,4,5,3,6,0,0,40,12,1,2,406,14,Young
PhD,Married,84169.0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,42,11,0,4,1919,20,Young
Graduation,Engaged,54058.0,56,198,18,252,32,108,54,2,4,6,8,3,0,0,48,11,1,2,662,20,Mid_aged
2n Cycle,Married,24683.0,98,8,4,10,6,7,6,2,2,0,4,5,0,0,34,10,1,2,41,8,Young
Graduation,Widow,85620.0,68,416,46,925,60,107,46,1,3,6,4,1,0,1,60,10,0,4,1600,14,Mid_aged
Graduation,Married,47850.0,72,42,7,43,20,12,10,1,3,0,4,6,0,0,44,11,1,2,134,8,Young
Graduation,Married,19514.0,47,14,3,21,2,1,28,4,3,1,2,8,0,1,56,10,2,4,69,10,Mid_aged
Master,Married,27159.0,33,17,0,3,0,0,1,2,1,0,3,6,0,0,51,10,2,0,21,6,Mid_aged
2n Cycle,Single,39548.0,87,15,4,10,3,4,18,2,1,1,3,3,0,0,61,10,2,0,54,7,Mid_aged
Graduation,Single,21474.0,0,6,16,24,11,0,34,2,3,1,2,7,0,1,35,10,1,2,91,8,Young
PhD,Single,60504.0,73,458,0,24,6,4,34,2,6,2,8,6,0,0,53,10,1,2,526,18,Mid_aged
Graduation,Married,22419.0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,61,11,0,0,162,8,Mid_aged
Master,Married,81698.0,4,179,28,520,111,123,47,1,3,8,13,1,0,1,75,11,0,4,1008,25,Old
Graduation,Engaged,43462.0,50,90,17,97,15,6,15,6,4,1,5,8,0,0,72,12,2,0,240,16,Old
PhD,Single,54880.0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,46,11,1,2,795,21,Young
Graduation,Married,79908.0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,42,11,0,0,1772,19,Young
2n Cycle,Married,15315.0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,54,11,0,0,64,8,Mid_aged
Graduation,Engaged,87771.0,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,65,11,1,2,1957,20,Mid_aged
Graduation,Married,33039.0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,46,11,1,2,78,7,Young
Graduation,Single,81741.0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,44,11,0,0,1572,19,Young
Master,Engaged,71499.0,12,465,25,132,136,0,37,2,8,3,13,4,0,0,53,11,1,2,795,26,Mid_aged
2n Cycle,Married,62466.0,13,129,129,259,168,121,83,5,6,3,12,4,0,0,54,10,1,2,889,26,Mid_aged
PhD,Divorced,48799.0,9,174,18,81,28,6,24,3,3,2,7,3,0,0,61,11,1,2,331,15,Mid_aged
PhD,Engaged,52157.0,48,189,2,29,3,2,40,2,3,2,5,4,0,0,74,10,1,2,265,12,Old
Graduation,Single,66565.0,80,747,10,161,65,40,42,4,4,2,9,8,0,0,62,12,1,2,1065,19,Mid_aged
Master,Engaged,29298.0,60,6,0,2,2,0,1,1,1,0,2,5,0,0,73,11,2,0,11,4,Old
Graduation,Single,47691.0,43,14,0,3,0,0,4,1,1,0,2,6,0,0,45,11,1,2,21,4,Young
Graduation,Engaged,38200.0,19,12,0,4,0,0,1,1,1,0,2,7,0,0,54,12,2,0,17,4,Mid_aged
Graduation,Married,44989.0,26,98,0,106,49,10,106,5,5,1,5,6,0,0,50,12,1,2,369,16,Mid_aged
PhD,Married,38443.0,58,32,0,5,0,0,1,2,1,0,3,7,0,0,56,10,2,0,38,6,Mid_aged
2n Cycle,Single,38593.0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,46,11,1,2,177,11,Young
PhD,Engaged,64413.0,27,200,5,44,0,10,20,1,5,1,5,5,0,0,54,11,1,2,279,12,Mid_aged
Master,Married,36959.0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,43,11,1,2,62,7,Young
PhD,Married,61996.0,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,47,11,1,2,1230,21,Young
Graduation,Married,51287.0,10,117,0,22,13,0,30,3,4,1,3,7,0,0,56,10,2,0,182,11,Mid_aged
Graduation,Married,13260.0,48,9,4,17,10,2,7,4,3,0,3,8,0,0,54,11,2,0,49,10,Mid_aged
PhD,Engaged,47472.0,39,56,0,11,0,0,8,2,2,0,4,5,0,0,58,11,2,0,75,8,Mid_aged
Master,Engaged,54603.0,85,145,13,46,17,2,4,6,4,2,4,7,0,0,68,11,2,0,227,16,Old
PhD,Married,45207.0,64,203,0,10,0,0,2,5,3,1,6,6,0,0,50,12,2,0,215,15,Mid_aged
2n Cycle,Engaged,47821.0,54,9,0,16,6,6,10,1,1,0,3,8,0,0,57,11,2,0,47,5,Mid_aged
Master,Married,27450.0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,73,11,0,0,143,7,Old
Graduation,Engaged,39453.0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,41,10,1,2,55,7,Young
2n Cycle,Engaged,26850.0,10,31,1,13,7,2,9,4,2,1,4,4,0,0,53,10,2,0,63,11,Mid_aged
Graduation,Widow,79800.0,65,1060,21,530,32,0,224,1,5,11,5,3,0,1,69,12,0,4,1867,22,Old
Master,Married,61794.0,74,264,47,188,54,47,11,2,4,4,10,2,0,0,63,11,1,2,611,20,Mid_aged
Graduation,Engaged,53863.0,4,399,4,30,6,4,30,3,7,1,7,7,0,0,69,10,1,2,473,18,Old
Graduation,Engaged,24221.0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,65,11,0,0,55,6,Mid_aged
PhD,Single,39684.0,41,19,0,35,6,4,17,2,2,1,2,7,1,1,40,12,1,3,81,7,Young
Master,Married,92163.0,25,817,183,797,106,163,20,0,5,11,5,2,0,1,49,12,0,4,2086,21,Mid_aged
Master,Single,69882.0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,59,11,0,0,1478,20,Mid_aged
Graduation,Engaged,33178.0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,47,10,1,2,49,5,Young
PhD,Married,59973.0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,52,11,0,0,382,15,Mid_aged
Master,Engaged,17459.0,12,6,4,16,3,10,30,3,3,1,2,7,0,1,49,11,1,2,69,9,Mid_aged
Graduation,Divorced,23910.0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,55,12,1,2,67,6,Mid_aged
Master,Married,42169.0,20,19,0,9,0,0,2,2,1,0,3,8,0,0,55,11,2,0,30,6,Mid_aged
2n Cycle,Married,26224.0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,46,11,1,2,63,9,Young
Graduation,Engaged,31089.0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,43,12,1,2,79,10,Young
Graduation,Single,30081.0,27,36,0,2,0,0,4,1,1,0,3,7,0,0,63,11,1,2,42,5,Mid_aged
Graduation,Engaged,62807.0,83,526,28,135,10,21,99,3,5,3,12,5,0,0,64,12,1,2,819,23,Mid_aged
Graduation,Single,72906.0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,69,11,0,0,1151,17,Old
PhD,Married,61467.0,69,410,16,114,0,5,49,3,5,2,10,5,0,0,76,12,2,0,594,20,Old
Master,Engaged,49618.0,77,80,3,26,4,2,14,4,3,1,3,7,0,0,58,11,2,0,129,11,Mid_aged
Master,Single,21888.0,15,88,10,46,2,3,64,4,5,1,2,10,0,1,38,12,1,2,213,12,Young
Graduation,Divorced,26150.0,61,5,1,13,3,5,1,1,1,0,3,7,0,0,68,11,3,0,28,5,Old
Basic,Married,30801.0,23,8,4,5,15,2,11,2,1,0,3,7,0,0,49,12,1,2,45,6,Mid_aged
Graduation,Married,81168.0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,59,10,0,0,1193,18,Mid_aged
Master,Single,26877.0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,55,11,0,0,268,12,Mid_aged
Master,Widow,45006.0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,80,11,0,0,266,12,Old
Basic,Married,18978.0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,51,12,1,2,37,5,Mid_aged
PhD,Single,48240.0,73,389,91,248,64,49,41,3,6,3,13,5,0,1,55,12,0,4,882,25,Mid_aged
Graduation,Married,45837.0,88,215,13,87,17,17,24,5,6,2,5,7,0,0,50,11,2,0,373,18,Mid_aged
Master,Single,35791.0,94,27,0,5,0,0,3,2,1,0,3,8,0,0,59,11,3,0,35,6,Mid_aged
PhD,Engaged,162397.0,31,85,1,16,2,1,2,0,0,0,1,1,0,0,48,11,2,0,107,1,Mid_aged
Graduation,Widow,54162.0,31,5,6,10,6,5,10,1,1,0,3,4,0,0,46,11,2,0,42,5,Young
Master,Married,30522.0,6,179,8,83,19,11,26,5,1,2,9,2,0,0,64,12,1,2,326,17,Mid_aged
PhD,Married,54456.0,23,352,0,27,10,0,15,3,6,1,7,6,0,0,63,11,1,2,404,17,Mid_aged
Graduation,Single,31632.0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,53,11,0,0,95,6,Mid_aged
Graduation,Widow,72298.0,52,625,35,169,58,17,35,1,4,3,6,1,0,0,75,10,0,0,939,14,Old
2n Cycle,Single,36975.0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,46,11,1,2,33,5,Young
2n Cycle,Married,72635.0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,69,11,0,0,981,21,Old
Graduation,Married,13624.0,93,10,2,15,2,1,6,2,2,0,3,6,0,0,48,11,1,2,36,7,Mid_aged
Graduation,Single,84196.0,56,215,63,507,231,31,190,1,8,4,7,3,0,0,49,11,1,2,1237,20,Mid_aged
Graduation,Engaged,70971.0,28,1001,17,572,93,125,17,7,11,11,5,7,0,1,64,12,1,2,1825,34,Mid_aged
PhD,Divorced,34487.0,94,19,18,33,24,1,8,3,3,0,3,9,0,0,47,12,2,0,103,9,Young
Graduation,Single,28769.0,76,41,5,129,10,3,3,3,4,1,4,9,0,0,47,12,1,2,191,12,Young
PhD,Married,69084.0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,54,11,1,2,1586,25,Mid_aged
PhD,Engaged,65488.0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,66,10,0,0,963,14,Old
2n Cycle,Single,32218.0,27,10,24,15,13,1,30,1,2,1,3,7,0,1,64,10,0,4,93,7,Mid_aged
Graduation,Single,83917.0,12,514,22,732,42,198,79,1,6,7,7,3,0,1,51,11,0,4,1587,21,Mid_aged
Graduation,Divorced,46102.0,3,14,0,1,0,0,1,1,1,0,2,7,0,0,62,10,3,0,16,4,Mid_aged
Graduation,Single,84574.0,72,387,20,713,38,54,163,1,9,11,11,5,0,0,72,11,0,0,1375,32,Old
Graduation,Married,56181.0,6,121,103,69,8,44,48,1,4,2,7,4,0,0,62,11,1,2,393,14,Mid_aged
Master,Divorced,63120.0,53,965,69,279,54,41,69,5,8,4,9,7,0,1,74,12,1,2,1477,26,Old
Graduation,Married,73691.0,58,707,21,250,85,43,73,2,6,2,8,2,0,0,53,11,1,2,1179,18,Mid_aged
PhD,Engaged,76140.0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,76,10,0,0,1348,21,Old
PhD,Divorced,62859.0,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,65,12,1,2,1307,23,Mid_aged
Graduation,Single,45906.0,20,305,3,27,4,3,144,2,5,4,4,5,0,0,60,11,1,2,486,15,Mid_aged
Master,Engaged,77632.0,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,77,11,0,4,2252,13,Old
PhD,Married,46463.0,56,163,2,40,8,11,11,7,3,1,6,6,0,0,53,11,2,0,235,17,Mid_aged
Graduation,Engaged,105471.0,36,1009,181,104,202,21,207,0,9,8,13,3,0,1,54,11,0,4,1724,30,Mid_aged
Master,Divorced,55282.0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,54,11,1,2,235,11,Mid_aged
Master,Married,78710.0,42,721,0,152,119,50,50,3,7,6,12,4,0,0,47,10,1,2,1092,28,Young
Graduation,Engaged,66886.0,28,315,4,62,41,31,146,2,7,1,7,5,0,0,66,11,1,2,599,17,Old
Master,Single,98777.0,23,1000,19,711,125,115,38,0,4,6,9,1,0,0,64,10,0,0,2008,19,Mid_aged
Graduation,Engaged,29103.0,38,16,0,17,6,3,6,2,1,0,3,9,0,0,39,12,1,2,48,6,Young
Graduation,Married,67445.0,63,757,80,217,29,80,11,5,9,6,12,6,0,0,50,12,1,2,1174,32,Mid_aged
PhD,Engaged,50616.0,71,30,2,25,0,1,9,1,1,1,4,2,0,0,74,10,1,2,67,7,Old
Graduation,Divorced,49431.0,9,219,3,100,26,0,17,2,7,1,5,8,0,0,69,12,1,2,365,15,Old
Graduation,Divorced,153924.0,81,1,1,1,1,1,1,0,0,0,0,0,0,0,49,10,0,0,6,0,Mid_aged
Graduation,Engaged,61278.0,87,111,3,28,2,6,15,2,3,1,4,6,0,0,71,10,1,2,165,10,Old
PhD,Engaged,73059.0,36,410,112,420,0,82,71,1,9,3,13,4,0,0,77,11,1,2,1095,26,Old
PhD,Single,46734.0,86,100,1,39,6,1,76,4,3,2,3,6,0,0,58,11,3,0,223,12,Mid_aged
Graduation,Engaged,56253.0,83,509,0,65,7,11,5,4,7,2,9,6,0,0,61,12,1,2,597,22,Mid_aged
Graduation,Widow,58330.0,87,445,53,213,104,98,151,1,6,4,13,4,0,0,49,11,1,2,1064,24,Mid_aged
Basic,Married,25965.0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,44,12,0,0,74,6,Young
Master,Engaged,14661.0,88,4,1,11,6,2,2,1,1,0,3,6,0,0,68,11,0,0,26,5,Old
Graduation,Married,18690.0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,65,12,0,0,60,5,Mid_aged
PhD,Engaged,45068.0,25,14,0,3,0,0,3,1,1,0,2,7,0,0,50,11,1,2,20,4,Mid_aged
Basic,Single,21063.0,34,1,10,11,19,3,15,2,2,0,3,6,0,0,37,11,1,2,59,7,Young
PhD,Married,29187.0,43,26,0,6,0,0,2,1,1,0,3,8,0,0,56,11,1,2,34,5,Mid_aged
2n Cycle,Married,54690.0,76,111,16,37,7,9,18,3,3,1,5,3,0,0,53,11,2,0,198,12,Mid_aged
PhD,Married,59304.0,81,418,61,428,80,51,10,3,7,8,10,5,0,0,60,11,1,2,1048,28,Mid_aged
Master,Single,59247.0,87,327,9,122,19,14,83,5,5,2,9,6,0,0,62,11,2,0,574,21,Mid_aged
Graduation,Widow,66731.0,33,371,159,194,58,106,141,4,4,3,6,3,0,0,54,12,1,2,1029,17,Mid_aged
Graduation,Married,77353.0,38,275,59,107,69,101,59,2,6,4,8,4,0,0,44,11,1,2,670,20,Young
Graduation,Married,26751.0,26,1,1,5,0,3,1,1,1,0,2,8,0,0,50,10,2,0,11,4,Mid_aged
PhD,Married,81300.0,17,1004,12,145,32,12,36,3,10,3,5,5,0,1,61,12,1,2,1241,21,Mid_aged
Graduation,Single,70337.0,75,187,81,149,25,43,91,1,2,2,12,1,0,0,45,10,0,0,576,17,Young
2n Cycle,Married,36145.0,13,56,4,76,17,1,18,4,4,1,3,9,0,1,39,11,1,2,172,12,Young
PhD,Single,65295.0,19,365,32,117,34,110,6,1,3,3,13,2,0,0,44,11,0,0,664,20,Young
Graduation,Divorced,68118.0,51,595,23,123,10,23,154,2,8,9,4,6,0,0,61,11,1,2,928,23,Mid_aged
Graduation,Divorced,68743.0,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,57,12,0,0,2074,30,Mid_aged
2n Cycle,Engaged,41039.0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,42,11,0,0,467,15,Young
Graduation,Engaged,38946.0,84,116,6,82,6,6,41,2,3,1,6,5,0,0,69,11,1,2,257,12,Old
Graduation,Engaged,65777.0,87,565,32,435,28,32,54,1,2,8,6,1,0,0,57,11,0,0,1146,17,Mid_aged
PhD,Divorced,66476.0,99,372,18,126,47,48,78,2,5,2,11,4,0,0,48,11,1,2,689,20,Mid_aged
PhD,Single,86857.0,96,899,102,838,133,102,40,1,5,6,10,2,0,1,52,12,0,4,2114,22,Mid_aged
PhD,Married,160803.0,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,42,12,0,0,1717,44,Young
PhD,Engaged,77845.0,40,760,40,480,0,40,26,1,3,5,12,1,0,0,35,10,0,0,1346,21,Young
PhD,Engaged,69476.0,3,260,86,559,63,9,67,1,4,6,4,2,0,0,55,11,0,0,1044,15,Mid_aged
PhD,Divorced,50611.0,98,459,0,24,6,0,4,6,4,5,7,6,0,1,64,12,1,2,493,22,Mid_aged
Graduation,Single,61209.0,73,466,0,224,119,49,99,1,5,3,4,2,0,0,54,11,0,0,957,13,Mid_aged
Master,Engaged,42315.0,90,67,15,80,17,11,80,3,1,4,4,3,0,0,66,11,1,2,270,12,Old
Basic,Engaged,13084.0,29,2,0,7,3,7,10,1,1,0,3,6,0,0,72,11,0,0,29,5,Old
Master,Widow,47570.0,3,67,1,20,0,2,31,3,2,2,2,7,0,1,75,11,2,4,121,9,Old
Master,Married,61923.0,94,92,4,18,3,3,6,1,2,1,4,3,0,0,63,11,2,0,126,8,Mid_aged
Graduation,Single,34824.0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,29,10,0,0,23,4,Young
PhD,Single,26518.0,33,20,1,28,3,3,2,3,2,0,3,8,0,1,75,11,2,4,57,8,Old
Graduation,Single,45938.0,46,273,11,178,62,83,29,2,8,4,6,6,0,0,63,11,0,0,636,20,Mid_aged
Graduation,Engaged,78468.0,29,434,22,388,104,22,34,1,10,7,10,4,0,0,64,10,0,0,1004,28,Mid_aged
Graduation,Divorced,78901.0,99,321,11,309,33,26,34,3,9,3,5,4,0,0,51,11,1,2,734,20,Mid_aged
Graduation,Married,71427.0,26,212,123,177,15,64,23,2,8,2,8,4,0,0,46,10,2,0,614,20,Young
Graduation,Divorced,71022.0,30,909,12,278,0,12,242,3,5,2,11,8,0,0,46,10,1,2,1453,21,Young
Master,Single,90247.0,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,36,10,0,4,1621,15,Young
Master,Divorced,41335.0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,56,11,1,2,187,12,Mid_aged
PhD,Divorced,35682.0,34,23,0,8,6,2,18,1,1,1,3,2,0,0,54,10,1,2,57,6,Mid_aged
Graduation,Divorced,43185.0,88,537,6,42,16,6,30,2,9,3,6,8,0,0,73,11,1,2,637,20,Old
PhD,Engaged,66375.0,96,712,0,45,0,0,191,3,2,4,5,7,0,0,76,11,1,2,948,14,Old
Graduation,Married,25252.0,26,1,3,4,2,2,6,1,1,0,2,8,0,0,38,11,1,2,18,4,Young
Master,Single,55250.0,49,664,58,83,32,0,66,4,7,5,10,5,0,0,59,12,1,2,903,26,Mid_aged
Graduation,Single,33249.0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,49,11,1,2,112,8,Mid_aged
Graduation,Engaged,58398.0,44,299,5,201,21,21,49,3,5,4,8,4,0,0,71,11,0,0,596,20,Old
Graduation,Engaged,50272.0,75,99,13,66,43,8,4,3,4,1,5,7,0,0,42,11,1,2,233,13,Young
PhD,Married,76618.0,64,749,40,294,121,160,147,1,3,2,5,1,0,0,49,12,0,0,1511,11,Mid_aged
2n Cycle,Divorced,87305.0,19,345,25,501,63,138,80,1,5,3,8,2,0,1,64,12,0,4,1152,17,Mid_aged
Graduation,Engaged,25851.0,45,9,4,18,7,5,5,2,2,0,3,7,0,0,46,11,1,2,48,7,Young
Graduation,Divorced,58710.0,77,440,81,368,0,122,174,6,11,5,9,6,0,0,54,11,1,2,1185,31,Mid_aged
Graduation,Single,45160.0,9,8,2,5,3,0,3,1,1,0,2,7,0,0,66,10,2,0,21,4,Old
Master,Married,74806.0,1,670,9,249,0,28,9,2,5,4,5,4,0,0,59,12,1,2,965,16,Mid_aged
Graduation,Married,59111.0,90,524,0,134,28,28,155,1,11,1,8,7,0,0,70,11,0,0,869,21,Old
PhD,Married,18988.0,43,6,0,6,2,1,1,2,1,0,3,7,0,0,40,10,1,2,16,6,Young
Graduation,Married,72190.0,79,597,166,597,172,166,249,1,5,6,4,3,0,0,59,11,0,0,1947,16,Mid_aged
Graduation,Married,7500.0,19,7,0,12,13,7,32,5,4,1,2,9,0,1,48,12,1,2,71,12,Mid_aged
Graduation,Married,80395.0,62,445,25,706,80,76,48,1,6,5,12,2,0,0,69,11,0,0,1380,24,Old
Master,Divorced,75012.0,41,294,142,218,164,58,151,1,3,8,11,1,0,0,48,10,0,0,1027,23,Mid_aged
Master,Married,56962.0,60,292,3,77,10,3,26,7,6,3,5,7,0,0,59,11,3,0,411,21,Mid_aged
Graduation,Engaged,89891.0,17,412,22,132,59,28,183,1,11,6,8,4,0,0,33,11,0,0,836,26,Young
PhD,Divorced,35946.0,24,8,0,3,0,0,0,1,0,0,3,5,0,0,75,11,2,0,11,4,Old
PhD,Engaged,53593.0,60,349,4,78,6,0,43,8,7,2,6,8,0,0,71,12,2,0,480,23,Old
PhD,Divorced,45072.0,74,144,2,99,7,2,30,5,6,1,4,8,0,0,76,11,3,0,284,16,Old
Graduation,Divorced,89694.0,22,1126,28,211,37,28,42,3,4,3,4,5,0,0,51,11,2,0,1472,14,Mid_aged
Graduation,Married,72025.0,46,967,0,617,43,50,0,1,4,8,13,2,0,1,75,10,0,4,1677,26,Old
Graduation,Married,67432.0,69,432,79,341,177,136,170,2,8,5,4,4,0,0,51,11,1,2,1335,19,Mid_aged
Master,Engaged,70545.0,29,138,39,63,55,18,21,1,4,1,7,2,0,0,72,10,1,2,334,13,Old
